Index,Date,Open,High,Low,Close,Adj Close,Volume
NYA,1965-12-31,528.690002,528.690002,528.690002,528.690002,528.690002,0
NYA,1966-01-03,527.210022,527.210022,527.210022,527.210022,527.210022,0
NYA,1966-01-04,527.840027,527.840027,527.840027,527.840027,527.840027,0
NYA,1966-01-05,531.119995,531.119995,531.119995,531.119995,531.119995,0
NYA,1966-01-06,532.070007,532.070007,532.070007,532.070007,532.070007,0
NYA,1966-01-07,532.599976,532.599976,532.599976,532.599976,532.599976,0
NYA,1966-01-10,533.869995,533.869995,533.869995,533.869995,533.869995,0
NYA,1966-01-11,534.289978,534.289978,534.289978,534.289978,534.289978,0
NYA,1966-01-12,533.340027,533.340027,533.340027,533.340027,533.340027,0
NYA,1966-01-13,534.400024,534.400024,534.400024,534.400024,534.400024,0
NYA,1966-01-14,535.450012,535.450012,535.450012,535.450012,535.450012,0
NYA,1966-01-17,537.460022,537.460022,537.460022,537.460022,537.460022,0
NYA,1966-01-18,538.940002,538.940002,538.940002,538.940002,538.940002,0
NYA,1966-01-19,537.669983,537.669983,537.669983,537.669983,537.669983,0
NYA,1966-01-20,535.669983,535.669983,535.669983,535.669983,535.669983,0
NYA,1966-01-21,535.97998,535.97998,535.97998,535.97998,535.97998,0
NYA,1966-01-24,537.669983,537.669983,537.669983,537.669983,537.669983,0
NYA,1966-01-25,538.099976,538.099976,538.099976,538.099976,538.099976,0
NYA,1966-01-26,537.570007,537.570007,537.570007,537.570007,537.570007,0
NYA,1966-01-27,537.359985,537.359985,537.359985,537.359985,537.359985,0
NYA,1966-01-28,535.669983,535.669983,535.669983,535.669983,535.669983,0
NYA,1966-01-31,533.340027,533.340027,533.340027,533.340027,533.340027,0
NYA,1966-02-01,529.109985,529.109985,529.109985,529.109985,529.109985,0
NYA,1966-02-02,531.440002,531.440002,531.440002,531.440002,531.440002,0
NYA,1966-02-03,532.070007,532.070007,532.070007,532.070007,532.070007,0
NYA,1966-02-04,535.450012,535.450012,535.450012,535.450012,535.450012,0
NYA,1966-02-07,537.25,537.25,537.25,537.25,537.25,0
NYA,1966-02-08,536.830017,536.830017,536.830017,536.830017,536.830017,0
NYA,1966-02-09,539.890015,539.890015,539.890015,539.890015,539.890015,0
NYA,1966-02-10,538.409973,538.409973,538.409973,538.409973,538.409973,0
NYA,1966-02-11,538.309998,538.309998,538.309998,538.309998,538.309998,0
NYA,1966-02-14,537.780029,537.780029,537.780029,537.780029,537.780029,0
NYA,1966-02-15,535.450012,535.450012,535.450012,535.450012,535.450012,0
NYA,1966-02-16,535.349976,535.349976,535.349976,535.349976,535.349976,0
NYA,1966-02-17,532.48999,532.48999,532.48999,532.48999,532.48999,0
NYA,1966-02-18,531.440002,531.440002,531.440002,531.440002,531.440002,0
NYA,1966-02-21,528.26001,528.26001,528.26001,528.26001,528.26001,0
NYA,1966-02-23,525.940002,525.940002,525.940002,525.940002,525.940002,0
NYA,1966-02-24,522.450012,522.450012,522.450012,522.450012,522.450012,0
NYA,1966-02-25,523.929993,523.929993,523.929993,523.929993,523.929993,0
NYA,1966-02-28,524.559998,524.559998,524.559998,524.559998,524.559998,0
NYA,1966-03-01,517.900024,517.900024,517.900024,517.900024,517.900024,0
NYA,1966-03-02,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,1966-03-03,514.940002,514.940002,514.940002,514.940002,514.940002,0
NYA,1966-03-04,513.349976,513.349976,513.349976,513.349976,513.349976,0
NYA,1966-03-07,506.380005,506.380005,506.380005,506.380005,506.380005,0
NYA,1966-03-08,506.899994,506.899994,506.899994,506.899994,506.899994,0
NYA,1966-03-09,511.130005,511.130005,511.130005,511.130005,511.130005,0
NYA,1966-03-10,511.23999,511.23999,511.23999,511.23999,511.23999,0
NYA,1966-03-11,510.820007,510.820007,510.820007,510.820007,510.820007,0
NYA,1966-03-14,504.899994,504.899994,504.899994,504.899994,504.899994,0
NYA,1966-03-15,501.51001,501.51001,501.51001,501.51001,501.51001,0
NYA,1966-03-16,504.26001,504.26001,504.26001,504.26001,504.26001,0
NYA,1966-03-17,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,1966-03-18,508.279999,508.279999,508.279999,508.279999,508.279999,0
NYA,1966-03-21,512.190002,512.190002,512.190002,512.190002,512.190002,0
NYA,1966-03-22,513.669983,513.669983,513.669983,513.669983,513.669983,0
NYA,1966-03-23,511.980011,511.980011,511.980011,511.980011,511.980011,0
NYA,1966-03-24,512.719971,512.719971,512.719971,512.719971,512.719971,0
NYA,1966-03-25,513.98999,513.98999,513.98999,513.98999,513.98999,0
NYA,1966-03-28,514.940002,514.940002,514.940002,514.940002,514.940002,0
NYA,1966-03-29,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,1966-03-30,508.600006,508.600006,508.600006,508.600006,508.600006,0
NYA,1966-03-31,511.450012,511.450012,511.450012,511.450012,511.450012,0
NYA,1966-04-01,515.580017,515.580017,515.580017,515.580017,515.580017,0
NYA,1966-04-04,520.22998,520.22998,520.22998,520.22998,520.22998,0
NYA,1966-04-05,523.51001,523.51001,523.51001,523.51001,523.51001,0
NYA,1966-04-06,524.880005,524.880005,524.880005,524.880005,524.880005,0
NYA,1966-04-07,525.940002,525.940002,525.940002,525.940002,525.940002,0
NYA,1966-04-11,525.72998,525.72998,525.72998,525.72998,525.72998,0
NYA,1966-04-12,524.140015,524.140015,524.140015,524.140015,524.140015,0
NYA,1966-04-13,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,1966-04-14,525.409973,525.409973,525.409973,525.409973,525.409973,0
NYA,1966-04-15,526.359985,526.359985,526.359985,526.359985,526.359985,0
NYA,1966-04-18,524.25,524.25,524.25,524.25,524.25,0
NYA,1966-04-19,524.559998,524.559998,524.559998,524.559998,524.559998,0
NYA,1966-04-20,527.419983,527.419983,527.419983,527.419983,527.419983,0
NYA,1966-04-21,529.109985,529.109985,529.109985,529.109985,529.109985,0
NYA,1966-04-22,528.049988,528.049988,528.049988,528.049988,528.049988,0
NYA,1966-04-25,527.52002,527.52002,527.52002,527.52002,527.52002,0
NYA,1966-04-26,526.150024,526.150024,526.150024,526.150024,526.150024,0
NYA,1966-04-27,524.349976,524.349976,524.349976,524.349976,524.349976,0
NYA,1966-04-28,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,1966-04-29,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,1966-05-02,520.539978,520.539978,520.539978,520.539978,520.539978,0
NYA,1966-05-03,514.72998,514.72998,514.72998,514.72998,514.72998,0
NYA,1966-05-04,511.980011,511.980011,511.980011,511.980011,511.980011,0
NYA,1966-05-05,503.100006,503.100006,503.100006,503.100006,503.100006,0
NYA,1966-05-06,502.149994,502.149994,502.149994,502.149994,502.149994,0
NYA,1966-05-09,493.480011,493.480011,493.480011,493.480011,493.480011,0
NYA,1966-05-10,497.709991,497.709991,497.709991,497.709991,497.709991,0
NYA,1966-05-11,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,1966-05-12,492.420013,492.420013,492.420013,492.420013,492.420013,0
NYA,1966-05-13,487.339996,487.339996,487.339996,487.339996,487.339996,0
NYA,1966-05-16,480.890015,480.890015,480.890015,480.890015,480.890015,0
NYA,1966-05-17,476.450012,476.450012,476.450012,476.450012,476.450012,0
NYA,1966-05-18,485.549988,485.549988,485.549988,485.549988,485.549988,0
NYA,1966-05-19,484.809998,484.809998,484.809998,484.809998,484.809998,0
NYA,1966-05-20,487.130005,487.130005,487.130005,487.130005,487.130005,0
NYA,1966-05-23,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,1966-05-24,494.850006,494.850006,494.850006,494.850006,494.850006,0
NYA,1966-05-25,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-05-26,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-05-27,498.450012,498.450012,498.450012,498.450012,498.450012,0
NYA,1966-05-31,491.679993,491.679993,491.679993,491.679993,491.679993,0
NYA,1966-06-01,491.779999,491.779999,491.779999,491.779999,491.779999,0
NYA,1966-06-02,491.470001,491.470001,491.470001,491.470001,491.470001,0
NYA,1966-06-03,492.100006,492.100006,492.100006,492.100006,492.100006,0
NYA,1966-06-06,488.609985,488.609985,488.609985,488.609985,488.609985,0
NYA,1966-06-07,485.119995,485.119995,485.119995,485.119995,485.119995,0
NYA,1966-06-08,485.859985,485.859985,485.859985,485.859985,485.859985,0
NYA,1966-06-09,489.350006,489.350006,489.350006,489.350006,489.350006,0
NYA,1966-06-10,494.640015,494.640015,494.640015,494.640015,494.640015,0
NYA,1966-06-13,496.970001,496.970001,496.970001,496.970001,496.970001,0
NYA,1966-06-14,498.660004,498.660004,498.660004,498.660004,498.660004,0
NYA,1966-06-15,496.75,496.75,496.75,496.75,496.75,0
NYA,1966-06-16,495.589996,495.589996,495.589996,495.589996,495.589996,0
NYA,1966-06-17,495.700012,495.700012,495.700012,495.700012,495.700012,0
NYA,1966-06-20,495.48999,495.48999,495.48999,495.48999,495.48999,0
NYA,1966-06-21,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,1966-06-22,498.230011,498.230011,498.230011,498.230011,498.230011,0
NYA,1966-06-23,496.230011,496.230011,496.230011,496.230011,496.230011,0
NYA,1966-06-24,496.440002,496.440002,496.440002,496.440002,496.440002,0
NYA,1966-06-27,493.369995,493.369995,493.369995,493.369995,493.369995,0
NYA,1966-06-28,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,1966-06-29,486.179993,486.179993,486.179993,486.179993,486.179993,0
NYA,1966-06-30,485.440002,485.440002,485.440002,485.440002,485.440002,0
NYA,1966-07-01,490.200012,490.200012,490.200012,490.200012,490.200012,0
NYA,1966-07-05,491.040009,491.040009,491.040009,491.040009,491.040009,0
NYA,1966-07-06,497.920013,497.920013,497.920013,497.920013,497.920013,0
NYA,1966-07-07,499.709991,499.709991,499.709991,499.709991,499.709991,0
NYA,1966-07-08,500.559998,500.559998,500.559998,500.559998,500.559998,0
NYA,1966-07-11,499.820007,499.820007,499.820007,499.820007,499.820007,0
NYA,1966-07-12,497.279999,497.279999,497.279999,497.279999,497.279999,0
NYA,1966-07-13,494.220001,494.220001,494.220001,494.220001,494.220001,0
NYA,1966-07-14,497.070007,497.070007,497.070007,497.070007,497.070007,0
NYA,1966-07-15,498.549988,498.549988,498.549988,498.549988,498.549988,0
NYA,1966-07-18,498.019989,498.019989,498.019989,498.019989,498.019989,0
NYA,1966-07-19,494.429993,494.429993,494.429993,494.429993,494.429993,0
NYA,1966-07-20,489.98999,489.98999,489.98999,489.98999,489.98999,0
NYA,1966-07-21,489.880005,489.880005,489.880005,489.880005,489.880005,0
NYA,1966-07-22,489.459991,489.459991,489.459991,489.459991,489.459991,0
NYA,1966-07-25,480.26001,480.26001,480.26001,480.26001,480.26001,0
NYA,1966-07-26,479.100006,479.100006,479.100006,479.100006,479.100006,0
NYA,1966-07-27,481.529999,481.529999,481.529999,481.529999,481.529999,0
NYA,1966-07-28,479.730011,479.730011,479.730011,479.730011,479.730011,0
NYA,1966-07-29,478.880005,478.880005,478.880005,478.880005,478.880005,0
NYA,1966-08-01,471.589996,471.589996,471.589996,471.589996,471.589996,0
NYA,1966-08-02,471.480011,471.480011,471.480011,471.480011,471.480011,0
NYA,1966-08-03,476.140015,476.140015,476.140015,476.140015,476.140015,0
NYA,1966-08-04,480.470001,480.470001,480.470001,480.470001,480.470001,0
NYA,1966-08-05,481.100006,481.100006,481.100006,481.100006,481.100006,0
NYA,1966-08-08,479.839996,479.839996,479.839996,479.839996,479.839996,0
NYA,1966-08-09,478.779999,478.779999,478.779999,478.779999,478.779999,0
NYA,1966-08-10,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,1966-08-11,476.23999,476.23999,476.23999,476.23999,476.23999,0
NYA,1966-08-12,477.399994,477.399994,477.399994,477.399994,477.399994,0
NYA,1966-08-15,475.079987,475.079987,475.079987,475.079987,475.079987,0
NYA,1966-08-16,468.940002,468.940002,468.940002,468.940002,468.940002,0
NYA,1966-08-17,466.200012,466.200012,466.200012,466.200012,466.200012,0
NYA,1966-08-18,460.269989,460.269989,460.269989,460.269989,460.269989,0
NYA,1966-08-19,456.890015,456.890015,456.890015,456.890015,456.890015,0
NYA,1966-08-22,448.75,448.75,448.75,448.75,448.75,0
NYA,1966-08-23,448.220001,448.220001,448.220001,448.220001,448.220001,0
NYA,1966-08-24,453.51001,453.51001,453.51001,453.51001,453.51001,0
NYA,1966-08-25,447.799988,447.799988,447.799988,447.799988,447.799988,0
NYA,1966-08-26,437.859985,437.859985,437.859985,437.859985,437.859985,0
NYA,1966-08-29,426.329987,426.329987,426.329987,426.329987,426.329987,0
NYA,1966-08-30,433.420013,433.420013,433.420013,433.420013,433.420013,0
NYA,1966-08-31,440.399994,440.399994,440.399994,440.399994,440.399994,0
NYA,1966-09-01,443.459991,443.459991,443.459991,443.459991,443.459991,0
NYA,1966-09-02,442.089996,442.089996,442.089996,442.089996,442.089996,0
NYA,1966-09-06,439.660004,439.660004,439.660004,439.660004,439.660004,0
NYA,1966-09-07,435.73999,435.73999,435.73999,435.73999,435.73999,0
NYA,1966-09-08,434.26001,434.26001,434.26001,434.26001,434.26001,0
NYA,1966-09-09,435.640015,435.640015,435.640015,435.640015,435.640015,0
NYA,1966-09-12,444.839996,444.839996,444.839996,444.839996,444.839996,0
NYA,1966-09-13,447.369995,447.369995,447.369995,447.369995,447.369995,0
NYA,1966-09-14,451.5,451.5,451.5,451.5,451.5,0
NYA,1966-09-15,456.26001,456.26001,456.26001,456.26001,456.26001,0
NYA,1966-09-16,456.149994,456.149994,456.149994,456.149994,456.149994,0
NYA,1966-09-19,454.040009,454.040009,454.040009,454.040009,454.040009,0
NYA,1966-09-20,450.970001,450.970001,450.970001,450.970001,450.970001,0
NYA,1966-09-21,443.359985,443.359985,443.359985,443.359985,443.359985,0
NYA,1966-09-22,444.309998,444.309998,444.309998,444.309998,444.309998,0
NYA,1966-09-23,443.040009,443.040009,443.040009,443.040009,443.040009,0
NYA,1966-09-26,444.100006,444.100006,444.100006,444.100006,444.100006,0
NYA,1966-09-27,445.369995,445.369995,445.369995,445.369995,445.369995,0
NYA,1966-09-28,440.079987,440.079987,440.079987,440.079987,440.079987,0
NYA,1966-09-29,435.320007,435.320007,435.320007,435.320007,435.320007,0
NYA,1966-09-30,436.700012,436.700012,436.700012,436.700012,436.700012,0
NYA,1966-10-03,427.390015,427.390015,427.390015,427.390015,427.390015,0
NYA,1966-10-04,427.920013,427.920013,427.920013,427.920013,427.920013,0
NYA,1966-10-05,425.48999,425.48999,425.48999,425.48999,425.48999,0
NYA,1966-10-06,421.359985,421.359985,421.359985,421.359985,421.359985,0
NYA,1966-10-07,416.290009,416.290009,416.290009,416.290009,416.290009,0
NYA,1966-10-10,423.480011,423.480011,423.480011,423.480011,423.480011,0
NYA,1966-10-11,425.700012,425.700012,425.700012,425.700012,425.700012,0
NYA,1966-10-12,437.220001,437.220001,437.220001,437.220001,437.220001,0
NYA,1966-10-13,437.01001,437.01001,437.01001,437.01001,437.01001,0
NYA,1966-10-14,435.73999,435.73999,435.73999,435.73999,435.73999,0
NYA,1966-10-17,440.609985,440.609985,440.609985,440.609985,440.609985,0
NYA,1966-10-18,447.799988,447.799988,447.799988,447.799988,447.799988,0
NYA,1966-10-19,444.519989,444.519989,444.519989,444.519989,444.519989,0
NYA,1966-10-20,443.25,443.25,443.25,443.25,443.25,0
NYA,1966-10-21,444.839996,444.839996,444.839996,444.839996,444.839996,0
NYA,1966-10-24,446,446,446,446,446,0
NYA,1966-10-25,448.429993,448.429993,448.429993,448.429993,448.429993,0
NYA,1966-10-26,452.450012,452.450012,452.450012,452.450012,452.450012,0
NYA,1966-10-27,456.26001,456.26001,456.26001,456.26001,456.26001,0
NYA,1966-10-28,456.470001,456.470001,456.470001,456.470001,456.470001,0
NYA,1966-10-31,456.359985,456.359985,456.359985,456.359985,456.359985,0
NYA,1966-11-01,459.850006,459.850006,459.850006,459.850006,459.850006,0
NYA,1966-11-02,460.380005,460.380005,460.380005,460.380005,460.380005,0
NYA,1966-11-03,458.790009,458.790009,458.790009,458.790009,458.790009,0
NYA,1966-11-04,460.269989,460.269989,460.269989,460.269989,460.269989,0
NYA,1966-11-07,460.170013,460.170013,460.170013,460.170013,460.170013,0
NYA,1966-11-09,463.76001,463.76001,463.76001,463.76001,463.76001,0
NYA,1966-11-10,466.829987,466.829987,466.829987,466.829987,466.829987,0
NYA,1966-11-11,467.25,467.25,467.25,467.25,467.25,0
NYA,1966-11-14,464.399994,464.399994,464.399994,464.399994,464.399994,0
NYA,1966-11-15,466.089996,466.089996,466.089996,466.089996,466.089996,0
NYA,1966-11-16,470.109985,470.109985,470.109985,470.109985,470.109985,0
NYA,1966-11-17,466.940002,466.940002,466.940002,466.940002,466.940002,0
NYA,1966-11-18,464.079987,464.079987,464.079987,464.079987,464.079987,0
NYA,1966-11-21,457.630005,457.630005,457.630005,457.630005,457.630005,0
NYA,1966-11-22,455.519989,455.519989,455.519989,455.519989,455.519989,0
NYA,1966-11-23,458.899994,458.899994,458.899994,458.899994,458.899994,0
NYA,1966-11-25,462.600006,462.600006,462.600006,462.600006,462.600006,0
NYA,1966-11-28,462.179993,462.179993,462.179993,462.179993,462.179993,0
NYA,1966-11-29,460.589996,460.589996,460.589996,460.589996,460.589996,0
NYA,1966-11-30,460.910004,460.910004,460.910004,460.910004,460.910004,0
NYA,1966-12-01,459.109985,459.109985,459.109985,459.109985,459.109985,0
NYA,1966-12-02,459.320007,459.320007,459.320007,459.320007,459.320007,0
NYA,1966-12-05,459.75,459.75,459.75,459.75,459.75,0
NYA,1966-12-06,462.920013,462.920013,462.920013,462.920013,462.920013,0
NYA,1966-12-07,467.570007,467.570007,467.570007,467.570007,467.570007,0
NYA,1966-12-08,469.470001,469.470001,469.470001,469.470001,469.470001,0
NYA,1966-12-09,470.529999,470.529999,470.529999,470.529999,470.529999,0
NYA,1966-12-12,475.079987,475.079987,475.079987,475.079987,475.079987,0
NYA,1966-12-13,473.809998,473.809998,473.809998,473.809998,473.809998,0
NYA,1966-12-14,473.700012,473.700012,473.700012,473.700012,473.700012,0
NYA,1966-12-15,468.730011,468.730011,468.730011,468.730011,468.730011,0
NYA,1966-12-16,468.839996,468.839996,468.839996,468.839996,468.839996,0
NYA,1966-12-19,467.570007,467.570007,467.570007,467.570007,467.570007,0
NYA,1966-12-20,465.670013,465.670013,465.670013,465.670013,465.670013,0
NYA,1966-12-21,468.200012,468.200012,468.200012,468.200012,468.200012,0
NYA,1966-12-22,470.109985,470.109985,470.109985,470.109985,470.109985,0
NYA,1966-12-23,468.940002,468.940002,468.940002,468.940002,468.940002,0
NYA,1966-12-27,466.51001,466.51001,466.51001,466.51001,466.51001,0
NYA,1966-12-28,464.190002,464.190002,464.190002,464.190002,464.190002,0
NYA,1966-12-29,462.48999,462.48999,462.48999,462.48999,462.48999,0
NYA,1966-12-30,462.279999,462.279999,462.279999,462.279999,462.279999,0
NYA,1967-01-03,462.48999,462.48999,462.48999,462.48999,462.48999,0
NYA,1967-01-04,463.339996,463.339996,463.339996,463.339996,463.339996,0
NYA,1967-01-05,469.26001,469.26001,469.26001,469.26001,469.26001,0
NYA,1967-01-06,472.75,472.75,472.75,472.75,472.75,0
NYA,1967-01-09,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,1967-01-10,476.660004,476.660004,476.660004,476.660004,476.660004,0
NYA,1967-01-11,480.579987,480.579987,480.579987,480.579987,480.579987,0
NYA,1967-01-12,483.429993,483.429993,483.429993,483.429993,483.429993,0
NYA,1967-01-13,486.809998,486.809998,486.809998,486.809998,486.809998,0
NYA,1967-01-16,485.970001,485.970001,485.970001,485.970001,485.970001,0
NYA,1967-01-17,491.26001,491.26001,491.26001,491.26001,491.26001,0
NYA,1967-01-18,494,494,494,494,494,0
NYA,1967-01-19,494.220001,494.220001,494.220001,494.220001,494.220001,0
NYA,1967-01-20,496.01001,496.01001,496.01001,496.01001,496.01001,0
NYA,1967-01-23,497.809998,497.809998,497.809998,497.809998,497.809998,0
NYA,1967-01-24,498.76001,498.76001,498.76001,498.76001,498.76001,0
NYA,1967-01-25,495.380005,495.380005,495.380005,495.380005,495.380005,0
NYA,1967-01-26,495.700012,495.700012,495.700012,495.700012,495.700012,0
NYA,1967-01-27,497.809998,497.809998,497.809998,497.809998,497.809998,0
NYA,1967-01-30,500.670013,500.670013,500.670013,500.670013,500.670013,0
NYA,1967-01-31,500.140015,500.140015,500.140015,500.140015,500.140015,0
NYA,1967-02-01,499.5,499.5,499.5,499.5,499.5,0
NYA,1967-02-02,501.089996,501.089996,501.089996,501.089996,501.089996,0
NYA,1967-02-03,504.679993,504.679993,504.679993,504.679993,504.679993,0
NYA,1967-02-06,503.730011,503.730011,503.730011,503.730011,503.730011,0
NYA,1967-02-07,502.679993,502.679993,502.679993,502.679993,502.679993,0
NYA,1967-02-08,507.119995,507.119995,507.119995,507.119995,507.119995,0
NYA,1967-02-09,505.109985,505.109985,505.109985,505.109985,505.109985,0
NYA,1967-02-10,506.160004,506.160004,506.160004,506.160004,506.160004,0
NYA,1967-02-13,506.899994,506.899994,506.899994,506.899994,506.899994,0
NYA,1967-02-14,510.290009,510.290009,510.290009,510.290009,510.290009,0
NYA,1967-02-15,510.609985,510.609985,510.609985,510.609985,510.609985,0
NYA,1967-02-16,508.380005,508.380005,508.380005,508.380005,508.380005,0
NYA,1967-02-17,508.48999,508.48999,508.48999,508.48999,508.48999,0
NYA,1967-02-20,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,1967-02-21,505.850006,505.850006,505.850006,505.850006,505.850006,0
NYA,1967-02-23,null,null,null,null,null,null
NYA,1967-02-24,506.480011,506.480011,506.480011,506.480011,506.480011,0
NYA,1967-02-27,501.089996,501.089996,501.089996,501.089996,501.089996,0
NYA,1967-02-28,502.890015,502.890015,502.890015,502.890015,502.890015,0
NYA,1967-03-01,507.859985,507.859985,507.859985,507.859985,507.859985,0
NYA,1967-03-02,510.709991,510.709991,510.709991,510.709991,510.709991,0
NYA,1967-03-03,511.450012,511.450012,511.450012,511.450012,511.450012,0
NYA,1967-03-06,510.709991,510.709991,510.709991,510.709991,510.709991,0
NYA,1967-03-07,511.350006,511.350006,511.350006,511.350006,511.350006,0
NYA,1967-03-08,512.090027,512.090027,512.090027,512.090027,512.090027,0
NYA,1967-03-09,513.570007,513.570007,513.570007,513.570007,513.570007,0
NYA,1967-03-10,515.469971,515.469971,515.469971,515.469971,515.469971,0
NYA,1967-03-13,513.039978,513.039978,513.039978,513.039978,513.039978,0
NYA,1967-03-14,512.51001,512.51001,512.51001,512.51001,512.51001,0
NYA,1967-03-15,517.059998,517.059998,517.059998,517.059998,517.059998,0
NYA,1967-03-16,521.809998,521.809998,521.809998,521.809998,521.809998,0
NYA,1967-03-17,522.77002,522.77002,522.77002,522.77002,522.77002,0
NYA,1967-03-20,522.659973,522.659973,522.659973,522.659973,522.659973,0
NYA,1967-03-21,521.280029,521.280029,521.280029,521.280029,521.280029,0
NYA,1967-03-22,522.77002,522.77002,522.77002,522.77002,522.77002,0
NYA,1967-03-23,526.469971,526.469971,526.469971,526.469971,526.469971,0
NYA,1967-03-27,526.25,526.25,526.25,526.25,526.25,0
NYA,1967-03-28,526.679993,526.679993,526.679993,526.679993,526.679993,0
NYA,1967-03-29,526.039978,526.039978,526.039978,526.039978,526.039978,0
NYA,1967-03-30,526.25,526.25,526.25,526.25,526.25,0
NYA,1967-03-31,523.609985,523.609985,523.609985,523.609985,523.609985,0
NYA,1967-04-03,517.900024,517.900024,517.900024,517.900024,517.900024,0
NYA,1967-04-04,518.01001,518.01001,518.01001,518.01001,518.01001,0
NYA,1967-04-05,521.179993,521.179993,521.179993,521.179993,521.179993,0
NYA,1967-04-06,522.340027,522.340027,522.340027,522.340027,522.340027,0
NYA,1967-04-07,519.169983,519.169983,519.169983,519.169983,519.169983,0
NYA,1967-04-10,512.830017,512.830017,512.830017,512.830017,512.830017,0
NYA,1967-04-11,516.419983,516.419983,516.419983,516.419983,516.419983,0
NYA,1967-04-12,515.890015,515.890015,515.890015,515.890015,515.890015,0
NYA,1967-04-13,519.280029,519.280029,519.280029,519.280029,519.280029,0
NYA,1967-04-14,524.669983,524.669983,524.669983,524.669983,524.669983,0
NYA,1967-04-17,528.159973,528.159973,528.159973,528.159973,528.159973,0
NYA,1967-04-18,532.48999,532.48999,532.48999,532.48999,532.48999,0
NYA,1967-04-19,533.130005,533.130005,533.130005,533.130005,533.130005,0
NYA,1967-04-20,534.289978,534.289978,534.289978,534.289978,534.289978,0
NYA,1967-04-21,535.559998,535.559998,535.559998,535.559998,535.559998,0
NYA,1967-04-24,537.25,537.25,537.25,537.25,537.25,0
NYA,1967-04-25,540.109985,540.109985,540.109985,540.109985,540.109985,0
